Code,Family,Wind sector,Distance (miles),Order,Mark,Side,Rounding
A1,A,N-NNE,2.2,1,Ballast Hole,S,
A1,A,N-NNE,2.2,2,Mumbys,P,
A1,A,N-NNE,2.2,3,Topper,P,
A1,A,N-NNE,2.2,4,Northey Point,S,
A1,A,N-NNE,2.2,5,Millbeach,P,
A1,A,N-NNE,2.2,6,Club Line Gate,P,
A1,A,N-NNE,2.2,7,Lock,P,
A1,A,N-NNE,2.2,8,Boundary,P,
A1,A,N-NNE,2.2,9,Finish,,
A2,A,N-NNE,3.0,1,Ballast Hole,S,
A2,A,N-NNE,3.0,2,Clarks,P,
A2,A,N-NNE,3.0,3,Sandy Bight,P,
A2,A,N-NNE,3.0,4,Mumbys,P,
A2,A,N-NNE,3.0,5,Muddy Cove,P,
A2,A,N-NNE,3.0,6,Topper,P,
A2,A,N-NNE,3.0,7,Millbeach,P,
A2,A,N-NNE,3.0,8,Club Line Gate,,
A2,A,N-NNE,3.0,9,Lock,P,
A2,A,N-NNE,3.0,10,Boundary,P,
A2,A,N-NNE,3.0,11,Finish,,
A3,A,N-NNE,4.2,1,Ballast Hole,S,
A3,A,N-NNE,4.2,2,Midway,P,
A3,A,N-NNE,4.2,3,Osea Road,P,
A3,A,N-NNE,4.2,4,Midway,P,
A3,A,N-NNE,4.2,5,Osea Road,P,
A3,A,N-NNE,4.2,6,Northey Point,S,
A3,A,N-NNE,4.2,7,Millbeach,P,
A3,A,N-NNE,4.2,8,Club Line Gate,,
A3,A,N-NNE,4.2,9,Lock,P,
A3,A,N-NNE,4.2,10,Boundary,P,
A3,A,N-NNE,4.2,11,Finish,,
A4,A,N-NNE,5.3,1,Ballast Hole,S,
A4,A,N-NNE,5.3,2,Mundon,P,
A4,A,N-NNE,5.3,3,Shambles,P,
A4,A,N-NNE,5.3,4,Muddy Cove,P,
A4,A,N-NNE,5.3,5,Midway,P,
A4,A,N-NNE,5.3,6,Osea Road,P,
A4,A,N-NNE,5.3,7,Northey Point,S,
A4,A,N-NNE,5.3,8,Millbeach,P,
A4,A,N-NNE,5.3,9,Club Line Gate,,
A4,A,N-NNE,5.3,10,Lock,P,
A4,A,N-NNE,5.3,11,Boundary,P,
A4,A,N-NNE,5.3,12,Finish,,
A5,A,N-NNE,6.4,1,Ballast Hole,S,
A5,A,N-NNE,6.4,2,New Hall,P,
A5,A,N-NNE,6.4,3,Shambles,P,
A5,A,N-NNE,6.4,4,New Hall,P,
A5,A,N-NNE,6.4,5,Beacons,P,
A5,A,N-NNE,6.4,6,Northey Point,S,
A5,A,N-NNE,6.4,7,Millbeach,P,
A5,A,N-NNE,6.4,8,Club Line Gate,,
A5,A,N-NNE,6.4,9,Lock,P,
A5,A,N-NNE,6.4,10,Boundary,P,
A5,A,N-NNE,6.4,11,Finish,,
A6,A,N-NNE,8.9,1,Ballast Hole,S,
A6,A,N-NNE,8.9,2,Coopers Creek,P,
A6,A,N-NNE,8.9,3,Ford Creek,P,
A6,A,N-NNE,8.9,4,Kraken,S,
A6,A,N-NNE,8.9,5,Mundon,P,
A6,A,N-NNE,8.9,6,New Hall,P,
A6,A,N-NNE,8.9,7,Beacons,P,
A6,A,N-NNE,8.9,8,New Hall,P,
A6,A,N-NNE,8.9,9,West Point,P,
A6,A,N-NNE,8.9,10,Northey Point,S,
A6,A,N-NNE,8.9,11,Millbeach,P,
A6,A,N-NNE,8.9,12,Club Line Gate,,
A6,A,N-NNE,8.9,13,Lock,P,
A6,A,N-NNE,8.9,14,Boundary,P,
A6,A,N-NNE,8.9,15,Finish,,
AZ1,AZ,NNE-NE,2.3,1,Ballast Hole,S,
AZ1,AZ,NNE-NE,2.3,2,Muddy Cove,P,
AZ1,AZ,NNE-NE,2.3,3,Sandy Bight,P,
AZ1,AZ,NNE-NE,2.3,4,Northey Point,S,
AZ1,AZ,NNE-NE,2.3,5,Millbeach,P,
AZ1,AZ,NNE-NE,2.3,6,Club Line Gate,,
AZ1,AZ,NNE-NE,2.3,7,Lock,P,
AZ1,AZ,NNE-NE,2.3,8,Finish,,
AZ2,AZ,NNE-NE,3.3,1,Ballast Hole,S,
AZ2,AZ,NNE-NE,3.3,2,Clarks,P,
AZ2,AZ,NNE-NE,3.3,3,Osea Road,P,
AZ2,AZ,NNE-NE,3.3,4,Sandy Bight,P,
AZ2,AZ,NNE-NE,3.3,5,Clarks,P,
AZ2,AZ,NNE-NE,3.3,6,Osea Road,P,
AZ2,AZ,NNE-NE,3.3,7,Topper,P,
AZ2,AZ,NNE-NE,3.3,8,Northey Point,S,
AZ2,AZ,NNE-NE,3.3,9,Millbeach,P,
AZ2,AZ,NNE-NE,3.3,10,Club Line Gate,,
AZ2,AZ,NNE-NE,3.3,11,Lock,P,
AZ2,AZ,NNE-NE,3.3,12,Finish,,
AZ3,AZ,NNE-NE,4.0,1,Ballast Hole,S,
AZ3,AZ,NNE-NE,4.0,2,Midway,P,
AZ3,AZ,NNE-NE,4.0,3,Shambles,P,
AZ3,AZ,NNE-NE,4.0,4,Osea Road,P,
AZ3,AZ,NNE-NE,4.0,5,Clarks,P,
AZ3,AZ,NNE-NE,4.0,6,Osea Road,P,
AZ3,AZ,NNE-NE,4.0,7,Northey Point,S,
AZ3,AZ,NNE-NE,4.0,8,Millbeach,P,
AZ3,AZ,NNE-NE,4.0,9,Club Line Gate,,
AZ3,AZ,NNE-NE,4.0,10,Lock,P,
AZ3,AZ,NNE-NE,4.0,11,Finish,,
AZ4,AZ,NNE-NE,5.3,1,Ballast Hole,S,
AZ4,AZ,NNE-NE,5.3,2,Midway,P,
AZ4,AZ,NNE-NE,5.3,3,Shambles,P,
AZ4,AZ,NNE-NE,5.3,4,Midway,P,
AZ4,AZ,NNE-NE,5.3,5,Mundon,P,
AZ4,AZ,NNE-NE,5.3,6,Beacons,P,
AZ4,AZ,NNE-NE,5.3,7,Northey Point,S,
AZ4,AZ,NNE-NE,5.3,8,Millbeach,P,
AZ4,AZ,NNE-NE,5.3,9,Club Line Gate,,
AZ4,AZ,NNE-NE,5.3,10,Lock,P,
AZ4,AZ,NNE-NE,5.3,11,Finish,,
AZ5,AZ,NNE-NE,7.2,1,Ballast Hole,S,
AZ5,AZ,NNE-NE,7.2,2,Mundon,P,
AZ5,AZ,NNE-NE,7.2,3,Beacons,P,
AZ5,AZ,NNE-NE,7.2,4,Mundon,P,
AZ5,AZ,NNE-NE,7.2,5,New Hall,P,
AZ5,AZ,NNE-NE,7.2,6,Ford Creek,P,
AZ5,AZ,NNE-NE,7.2,7,Kraken,P,
AZ5,AZ,NNE-NE,7.2,8,Ford Creek,P,
AZ5,AZ,NNE-NE,7.2,9,Northey Point,S,
AZ5,AZ,NNE-NE,7.2,10,Millbeach,P,
AZ5,AZ,NNE-NE,7.2,11,Club Line Gate,,
AZ5,AZ,NNE-NE,7.2,12,Lock,P,
AZ5,AZ,NNE-NE,7.2,13,Finish,,
AZ6,AZ,NNE-NE,8.6,1,Ballast Hole,S,
AZ6,AZ,NNE-NE,8.6,2,Kraken,P,
AZ6,AZ,NNE-NE,8.6,3,Ford Creek,P,Full
AZ6,AZ,NNE-NE,8.6,4,Coopers Creek,P,
AZ6,AZ,NNE-NE,8.6,5,West Point,P,
AZ6,AZ,NNE-NE,8.6,6,Mundon,P,Full
AZ6,AZ,NNE-NE,8.6,7,Beacons,P,Full
AZ6,AZ,NNE-NE,8.6,8,Mundon,P,Full
AZ6,AZ,NNE-NE,8.6,9,Shambles,P,
AZ6,AZ,NNE-NE,8.6,10,Northey Point,S,
AZ6,AZ,NNE-NE,8.6,11,Millbeach,P,
AZ6,AZ,NNE-NE,8.6,12,Club Line Gate,,
AZ6,AZ,NNE-NE,8.6,13,Lock,P,
AZ6,AZ,NNE-NE,8.6,14,Finish,,
B1,B,NE-ENE,2.2,1,Millbeach,S,
B1,B,NE-ENE,2.2,2,Mumbys,P,
B1,B,NE-ENE,2.2,3,Sandy Bight,P,
B1,B,NE-ENE,2.2,4,Northey Point,S,
B1,B,NE-ENE,2.2,5,Ballast Hole,P,
B1,B,NE-ENE,2.2,6,Club Line Gate,,
B1,B,NE-ENE,2.2,7,Lock,P,
B1,B,NE-ENE,2.2,8,Finish,,
B2,B,NE-ENE,3.5,1,Millbeach,S,
B2,B,NE-ENE,3.5,2,Clarks,P,
B2,B,NE-ENE,3.5,3,Osea Road,P,
B2,B,NE-ENE,3.5,4,Topper,P,
B2,B,NE-ENE,3.5,5,Clarks,P,
B2,B,NE-ENE,3.5,6,Osea Road,P,
B2,B,NE-ENE,3.5,7,Ballast Hole,P,
B2,B,NE-ENE,3.5,8,Club Line Gate,,
B2,B,NE-ENE,3.5,9,Lock,P,
B2,B,NE-ENE,3.5,10,Finish,,
B3,B,NE-ENE,3.9,1,Millbeach,S,
B3,B,NE-ENE,3.9,2,Clarks,P,
B3,B,NE-ENE,3.9,3,Shambles,P,
B3,B,NE-ENE,3.9,4,Osea Road,P,
B3,B,NE-ENE,3.9,5,Clarks,P,
B3,B,NE-ENE,3.9,6,Shambles,P,
B3,B,NE-ENE,3.9,7,Ballast Hole,P,
B3,B,NE-ENE,3.9,8,Club Line Gate,,
B3,B,NE-ENE,3.9,9,Lock,P,
B3,B,NE-ENE,3.9,10,Finish,,
B4,B,NE-ENE,5.3,1,Millbeach,S,
B4,B,NE-ENE,5.3,2,Midway,P,
B4,B,NE-ENE,5.3,3,Beacons,P,
B4,B,NE-ENE,5.3,4,Midway,P,
B4,B,NE-ENE,5.3,5,West Point,P,
B4,B,NE-ENE,5.3,6,Ballast Hole,P,
B4,B,NE-ENE,5.3,7,Club Line Gate,,
B4,B,NE-ENE,5.3,8,Lock,P,
B4,B,NE-ENE,5.3,9,Finish,,
B5,B,NE-ENE,6.7,1,Millbeach,S,
B5,B,NE-ENE,6.7,2,Midway,P,
B5,B,NE-ENE,6.7,3,Beacons,P,
B5,B,NE-ENE,6.7,4,Midway,P,
B5,B,NE-ENE,6.7,5,Beacons,P,
B5,B,NE-ENE,6.7,6,Midway,P,
B5,B,NE-ENE,6.7,7,West Point,P,
B5,B,NE-ENE,6.7,8,Beacons,P,
B5,B,NE-ENE,6.7,9,Ballast Hole,P,
B5,B,NE-ENE,6.7,10,Club Line Gate,,
B5,B,NE-ENE,6.7,11,Lock,P,
B5,B,NE-ENE,6.7,12,Finish,,
B6,B,NE-ENE,8.6,1,Millbeach,S,
B6,B,NE-ENE,8.6,2,New Hall,P,
B6,B,NE-ENE,8.6,3,Ford Creek,P,
B6,B,NE-ENE,8.6,4,Shambles,P,
B6,B,NE-ENE,8.6,5,Midway,P,
B6,B,NE-ENE,8.6,6,West Point,P,
B6,B,NE-ENE,8.6,7,Shambles,P,
B6,B,NE-ENE,8.6,8,New Hall,P,
B6,B,NE-ENE,8.6,9,West Point,P,
B6,B,NE-ENE,8.6,10,Beacons,P,
B6,B,NE-ENE,8.6,11,Ballast Hole,P,
B6,B,NE-ENE,8.6,12,Club Line Gate,,
B6,B,NE-ENE,8.6,13,Lock,P,
B6,B,NE-ENE,8.6,14,Finish,,
BZ1,BZ,ENE-E,2.2,1,Millbeach,S,
BZ1,BZ,ENE-E,2.2,2,Mumbys,P,
BZ1,BZ,ENE-E,2.2,3,Sandy Bight,P,
BZ1,BZ,ENE-E,2.2,4,Northey Point,S,
BZ1,BZ,ENE-E,2.2,5,Ballast Hole,P,
BZ1,BZ,ENE-E,2.2,6,Club Line Gate,,
BZ1,BZ,ENE-E,2.2,7,Lock,P,
BZ1,BZ,ENE-E,2.2,8,Finish,,
BZ2,BZ,ENE-E,3.1,1,Millbeach,S,
BZ2,BZ,ENE-E,3.1,2,Clarks,P,
BZ2,BZ,ENE-E,3.1,3,Shambles,P,
BZ2,BZ,ENE-E,3.1,4,Muddy Cove,S,
BZ2,BZ,ENE-E,3.1,5,Ballast Hole,P,
BZ2,BZ,ENE-E,3.1,6,Club Line Gate,,
BZ2,BZ,ENE-E,3.1,7,Lock,P,
BZ2,BZ,ENE-E,3.1,8,Finish,,
BZ3,BZ,ENE-E,3.8,1,Millbeach,S,
BZ3,BZ,ENE-E,3.8,2,Clarks,P,
BZ3,BZ,ENE-E,3.8,3,Shambles,P,
BZ3,BZ,ENE-E,3.8,4,Sandy Bight,P,
BZ3,BZ,ENE-E,3.8,5,Mumbys,P,
BZ3,BZ,ENE-E,3.8,6,Osea Road,P,
BZ3,BZ,ENE-E,3.8,7,Northey Point,S,
BZ3,BZ,ENE-E,3.8,8,Ballast Hole,P,
BZ3,BZ,ENE-E,3.8,9,Club Line Gate,,
BZ3,BZ,ENE-E,3.8,10,Lock,P,
BZ3,BZ,ENE-E,3.8,11,Finish,,
BZ4,BZ,ENE-E,5.2,1,Millbeach,S,
BZ4,BZ,ENE-E,5.2,2,Clarks,P,
BZ4,BZ,ENE-E,5.2,3,Beacons,S,
BZ4,BZ,ENE-E,5.2,4,Midway,P,
BZ4,BZ,ENE-E,5.2,5,West Point,P,
BZ4,BZ,ENE-E,5.2,6,Muddy Cove,S,
BZ4,BZ,ENE-E,5.2,7,Ballast Hole,P,
BZ4,BZ,ENE-E,5.2,8,Club Line Gate,,
BZ4,BZ,ENE-E,5.2,9,Lock,P,
BZ4,BZ,ENE-E,5.2,10,Finish,,
BZ5,BZ,ENE-E,6.9,1,Millbeach,S,
BZ5,BZ,ENE-E,6.9,2,Clarks,P,
BZ5,BZ,ENE-E,6.9,3,Beacons,S,
BZ5,BZ,ENE-E,6.9,4,Midway,P,
BZ5,BZ,ENE-E,6.9,5,West Point,P,Full
BZ5,BZ,ENE-E,6.9,6,Midway,P,
BZ5,BZ,ENE-E,6.9,7,Ford Creek,P,
BZ5,BZ,ENE-E,6.9,8,Muddy Cove,S,
BZ5,BZ,ENE-E,6.9,9,Northey Point,S,
BZ5,BZ,ENE-E,6.9,10,Ballast Hole,P,
BZ5,BZ,ENE-E,6.9,11,Club Line Gate,,
BZ5,BZ,ENE-E,6.9,12,Lock,P,
BZ5,BZ,ENE-E,6.9,13,Finish,,
BZ6,BZ,ENE-E,9.2,1,Millbeach,S,
BZ6,BZ,ENE-E,9.2,2,New Hall,P,
BZ6,BZ,ENE-E,9.2,3,Doctor,P,
BZ6,BZ,ENE-E,9.2,4,Shambles,P,
BZ6,BZ,ENE-E,9.2,5,Clarks,P,
BZ6,BZ,ENE-E,9.2,6,West Point,P,
BZ6,BZ,ENE-E,9.2,7,Shambles,P,
BZ6,BZ,ENE-E,9.2,8,Mundon,P,
BZ6,BZ,ENE-E,9.2,9,Kraken,P,
BZ6,BZ,ENE-E,9.2,10,Ballast Hole,P,
BZ6,BZ,ENE-E,9.2,11,Club Line Gate,,
BZ6,BZ,ENE-E,9.2,12,Lock,P,
BZ6,BZ,ENE-E,9.2,13,Finish,,
C1,C,E-ESE,2.3,1,Millbeach,S,
C1,C,E-ESE,2.3,2,Northey Point,P,
C1,C,E-ESE,2.3,3,Sandy Bight,P,
C1,C,E-ESE,2.3,4,Northey Point,P,
C1,C,E-ESE,2.3,5,Mumbys,P,
C1,C,E-ESE,2.3,6,Ballast Hole,P,
C1,C,E-ESE,2.3,7,Club Line Gate,,
C1,C,E-ESE,2.3,8,Nipper,P,
C1,C,E-ESE,2.3,9,Bunting,P,
C1,C,E-ESE,2.3,10,Finish,,
C2,C,E-ESE,3.2,1,Millbeach,S,
C2,C,E-ESE,3.2,2,Northey Point,P,
C2,C,E-ESE,3.2,3,Osea Road,P,
C2,C,E-ESE,3.2,4,Topper,P,
C2,C,E-ESE,3.2,5,Northey Point,P,
C2,C,E-ESE,3.2,6,Sandy Bight,P,
C2,C,E-ESE,3.2,7,Ballast Hole,P,
C2,C,E-ESE,3.2,8,Club Line Gate,,
C2,C,E-ESE,3.2,9,Lock,P,
C2,C,E-ESE,3.2,10,Boundary,P,
C2,C,E-ESE,3.2,11,Finish,,
C3,C,E-ESE,4.2,1,Millbeach,S,
C3,C,E-ESE,4.2,2,Northey Point,P,
C3,C,E-ESE,4.2,3,Shambles,P,
C3,C,E-ESE,4.2,4,Sandy Bight,P,
C3,C,E-ESE,4.2,5,Muddy Cove,P,
C3,C,E-ESE,4.2,6,Shambles,P,
C3,C,E-ESE,4.2,7,Ballast Hole,P,
C3,C,E-ESE,4.2,8,Club Line Gate,,
C3,C,E-ESE,4.2,9,Lock,P,
C3,C,E-ESE,4.2,10,Boundary,P,
C3,C,E-ESE,4.2,11,Finish,,
C4,C,E-ESE,5.1,1,Millbeach,S,
C4,C,E-ESE,5.1,2,Northey Point,P,
C4,C,E-ESE,5.1,3,Beacons,P,
C4,C,E-ESE,5.1,4,Sandy Bight,P,
C4,C,E-ESE,5.1,5,Muddy Cove,P,
C4,C,E-ESE,5.1,6,Beacons,P,
C4,C,E-ESE,5.1,7,Ballast Hole,P,
C4,C,E-ESE,5.1,8,Club Line Gate,,
C4,C,E-ESE,5.1,9,Lock,P,
C4,C,E-ESE,5.1,10,Boundary,P,
C4,C,E-ESE,5.1,11,Finish,,
C5,C,E-ESE,7.4,1,Millbeach,S,
C5,C,E-ESE,7.4,2,Northey Point,P,
C5,C,E-ESE,7.4,3,West Point,S,
C5,C,E-ESE,7.4,4,Midway,P,
C5,C,E-ESE,7.4,5,Ford Creek,P,
C5,C,E-ESE,7.4,6,Shambles,P,
C5,C,E-ESE,7.4,7,Midway,P,
C5,C,E-ESE,7.4,8,Kraken,P,
C5,C,E-ESE,7.4,9,Ballast Hole,P,
C5,C,E-ESE,7.4,10,Club Line Gate,,
C5,C,E-ESE,7.4,11,Lock,P,
C5,C,E-ESE,7.4,12,Boundary,,
C5,C,E-ESE,7.4,13,Finish,,
C6,C,E-ESE,8.3,1,Millbeach,S,
C6,C,E-ESE,8.3,2,Northey Point,P,
C6,C,E-ESE,8.3,3,West Point,S,
C6,C,E-ESE,8.3,4,Mundon,P,
C6,C,E-ESE,8.3,5,Coopers Creek,P,
C6,C,E-ESE,8.3,6,Ford Creek,P,
C6,C,E-ESE,8.3,7,Clarks,P,
C6,C,E-ESE,8.3,8,Ford Creek,P,
C6,C,E-ESE,8.3,9,Ballast Hole,P,
C6,C,E-ESE,8.3,10,Club Line Gate,,
C6,C,E-ESE,8.3,11,Lock,P,
C6,C,E-ESE,8.3,12,Boundary,P,
C6,C,E-ESE,8.3,13,Finish,,
CZ1,CZ,ESE-SE,2.3,1,Millbeach,S,
CZ1,CZ,ESE-SE,2.3,2,Northey Point,P,
CZ1,CZ,ESE-SE,2.3,3,Sandy Bight,P,
CZ1,CZ,ESE-SE,2.3,4,Ballast Hole,P,
CZ1,CZ,ESE-SE,2.3,5,Club Line Gate,,
CZ1,CZ,ESE-SE,2.3,6,Lock,P,
CZ1,CZ,ESE-SE,2.3,7,Boundary,P,
CZ1,CZ,ESE-SE,2.3,8,Finish,,
CZ2,CZ,ESE-SE,3.3,1,Millbeach,S,
CZ2,CZ,ESE-SE,3.3,2,Northey Point,P,
CZ2,CZ,ESE-SE,3.3,3,Osea Road,P,
CZ2,CZ,ESE-SE,3.3,4,Topper,P,
CZ2,CZ,ESE-SE,3.3,5,Northey Point,P,
CZ2,CZ,ESE-SE,3.3,6,Sandy Bight,P,
CZ2,CZ,ESE-SE,3.3,7,Ballast Hole,P,
CZ2,CZ,ESE-SE,3.3,8,Club Line Gate,,
CZ2,CZ,ESE-SE,3.3,9,Lock,P,
CZ2,CZ,ESE-SE,3.3,10,Boundary,P,
CZ2,CZ,ESE-SE,3.3,11,Finish,,
CZ3,CZ,ESE-SE,4.1,1,Millbeach,S,
CZ3,CZ,ESE-SE,4.1,2,Northey Point,P,
CZ3,CZ,ESE-SE,4.1,3,Shambles,P,
CZ3,CZ,ESE-SE,4.1,4,Topper,P,
CZ3,CZ,ESE-SE,4.1,5,Northey Point,P,
CZ3,CZ,ESE-SE,4.1,6,Osea Road,P,
CZ3,CZ,ESE-SE,4.1,7,Ballast Hole,P,
CZ3,CZ,ESE-SE,4.1,8,Club Line Gate,,
CZ3,CZ,ESE-SE,4.1,9,Lock,P,
CZ3,CZ,ESE-SE,4.1,10,Boundary,P,
CZ3,CZ,ESE-SE,4.1,11,Finish,,
CZ4,CZ,ESE-SE,5.8,1,Millbeach,S,
CZ4,CZ,ESE-SE,5.8,2,Northey Point,P,
CZ4,CZ,ESE-SE,5.8,3,Kraken,P,
CZ4,CZ,ESE-SE,5.8,4,West Point,P,
CZ4,CZ,ESE-SE,5.8,5,Shambles,P,
CZ4,CZ,ESE-SE,5.8,6,Ford Creek,S,
CZ4,CZ,ESE-SE,5.8,7,Ballast Hole,P,
CZ4,CZ,ESE-SE,5.8,8,Club Line Gate,,
CZ4,CZ,ESE-SE,5.8,9,Lock,P,
CZ4,CZ,ESE-SE,5.8,10,Boundary,P,
CZ4,CZ,ESE-SE,5.8,11,Finish,,
CZ5,CZ,ESE-SE,7.4,1,Millbeach,S,
CZ5,CZ,ESE-SE,7.4,2,Northey Point,P,
CZ5,CZ,ESE-SE,7.4,3,Kraken,P,
CZ5,CZ,ESE-SE,7.4,4,West Point,P,
CZ5,CZ,ESE-SE,7.4,5,Mundon,S,
CZ5,CZ,ESE-SE,7.4,6,Muddy Cove,S,
CZ5,CZ,ESE-SE,7.4,7,Ford Creek,S,Full
CZ5,CZ,ESE-SE,7.4,8,Ballast Hole,P,
CZ5,CZ,ESE-SE,7.4,9,Club Line Gate,,
CZ5,CZ,ESE-SE,7.4,10,Lock,P,
CZ5,CZ,ESE-SE,7.4,11,Boundary,P,
CZ5,CZ,ESE-SE,7.4,12,Finish,,
CZ6,CZ,ESE-SE,8.1,1,Millbeach,S,
CZ6,CZ,ESE-SE,8.1,2,Northey Point,P,
CZ6,CZ,ESE-SE,8.1,3,Kraken,P,
CZ6,CZ,ESE-SE,8.1,4,West Point,P,
CZ6,CZ,ESE-SE,8.1,5,Midway,P,
CZ6,CZ,ESE-SE,8.1,6,Coopers Creek,S,
CZ6,CZ,ESE-SE,8.1,7,Mundon,S,
CZ6,CZ,ESE-SE,8.1,8,Beacons,S,
CZ6,CZ,ESE-SE,8.1,9,Ford Creek,S,
CZ6,CZ,ESE-SE,8.1,10,Ballast Hole,P,
CZ6,CZ,ESE-SE,8.1,11,Club Line Gate,,
CZ6,CZ,ESE-SE,8.1,12,Lock,P,
CZ6,CZ,ESE-SE,8.1,13,Boundary,P,
CZ6,CZ,ESE-SE,8.1,14,Finish,,
D1,D,SE-SSE,2.3,1,Bunting,P,
D1,D,SE-SSE,2.3,2,Colliers,P,
D1,D,SE-SSE,2.3,3,Northey Point,S,
D1,D,SE-SSE,2.3,4,Mumbys,P,
D1,D,SE-SSE,2.3,5,Topper,P,
D1,D,SE-SSE,2.3,6,Ballast Hole,P,
D1,D,SE-SSE,2.3,7,Mumbys,P,
D1,D,SE-SSE,2.3,8,Topper,P,
D1,D,SE-SSE,2.3,9,Ballast Hole,P,
D1,D,SE-SSE,2.3,10,Finish,,
D2,D,SE-SSE,2.9,1,Bunting,P,
D2,D,SE-SSE,2.9,2,Colliers,P,
D2,D,SE-SSE,2.9,3,Northey Point,S,
D2,D,SE-SSE,2.9,4,Clarks,P,
D2,D,SE-SSE,2.9,5,Osea Road,P,
D2,D,SE-SSE,2.9,6,Ballast Hole,P,
D2,D,SE-SSE,2.9,7,Mumbys,P,
D2,D,SE-SSE,2.9,8,Topper,P,
D2,D,SE-SSE,2.9,9,Ballast Hole,P,
D2,D,SE-SSE,2.9,10,Finish,,
D3,D,SE-SSE,4.3,1,Bunting,P,
D3,D,SE-SSE,4.3,2,Colliers,P,
D3,D,SE-SSE,4.3,3,Millbeach,S,
D3,D,SE-SSE,4.3,4,Midway,P,
D3,D,SE-SSE,4.3,5,Osea Road,P,
D3,D,SE-SSE,4.3,6,Sandy Bight,P,
D3,D,SE-SSE,4.3,7,Midway,P,
D3,D,SE-SSE,4.3,8,Shambles,P,
D3,D,SE-SSE,4.3,9,Muddy Cove,S,
D3,D,SE-SSE,4.3,10,Ballast Hole,P,
D3,D,SE-SSE,4.3,11,Finish,,
D4,D,SE-SSE,5.6,1,Boundary,P,
D4,D,SE-SSE,5.6,2,Colliers,P,
D4,D,SE-SSE,5.6,3,Millbeach,S,
D4,D,SE-SSE,5.6,4,Kraken,P,
D4,D,SE-SSE,5.6,5,West Point,P,
D4,D,SE-SSE,5.6,6,Mumbys,P,
D4,D,SE-SSE,5.6,7,Midway,P,
D4,D,SE-SSE,5.6,8,Osea Road,P,
D4,D,SE-SSE,5.6,9,Ballast Hole,P,
D4,D,SE-SSE,5.6,10,Finish,,
D5,D,SE-SSE,6.8,1,Boundary,P,
D5,D,SE-SSE,6.8,2,Colliers,P,
D5,D,SE-SSE,6.8,3,Millbeach,S,
D5,D,SE-SSE,6.8,4,Kraken,P,
D5,D,SE-SSE,6.8,5,Sandy Bight,P,
D5,D,SE-SSE,6.8,6,Coopers Creek,P,
D5,D,SE-SSE,6.8,7,Ballast Hole,P,
D5,D,SE-SSE,6.8,8,Finish,,
D6,D,SE-SSE,8.6,1,Boundary,P,
D6,D,SE-SSE,8.6,2,Colliers,P,
D6,D,SE-SSE,8.6,3,Millbeach,S,
D6,D,SE-SSE,8.6,4,Coopers Creek,P,
D6,D,SE-SSE,8.6,5,West Point,P,
D6,D,SE-SSE,8.6,6,Midway,P,
D6,D,SE-SSE,8.6,7,New Hall,P,
D6,D,SE-SSE,8.6,8,Ford Creek,P,
D6,D,SE-SSE,8.6,9,Midway,P,
D6,D,SE-SSE,8.6,10,New Hall,P,
D6,D,SE-SSE,8.6,11,Ballast Hole,P,
D6,D,SE-SSE,8.6,12,Finish,,
DZ1,DZ,SSE-S,2.1,1,Bunting,P,
DZ1,DZ,SSE-S,2.1,2,Colliers,P,
DZ1,DZ,SSE-S,2.1,3,Millbeach,S,
DZ1,DZ,SSE-S,2.1,4,Mumbys,P,
DZ1,DZ,SSE-S,2.1,5,Topper,S,
DZ1,DZ,SSE-S,2.1,6,Muddy Cove,S,
DZ1,DZ,SSE-S,2.1,7,Ballast Hole,P,
DZ1,DZ,SSE-S,2.1,8,Finish,,
DZ2,DZ,SSE-S,3.4,1,Boundary,P,
DZ2,DZ,SSE-S,3.4,2,Colliers,P,
DZ2,DZ,SSE-S,3.4,3,Millbeach,S,
DZ2,DZ,SSE-S,3.4,4,Mumbys,P,
DZ2,DZ,SSE-S,3.4,5,Topper,S,
DZ2,DZ,SSE-S,3.4,6,Clarks,P,
DZ2,DZ,SSE-S,3.4,7,Sandy Bight,P,
DZ2,DZ,SSE-S,3.4,8,Clarks,P,
DZ2,DZ,SSE-S,3.4,9,Osea Road,P,
DZ2,DZ,SSE-S,3.4,10,Ballast Hole,P,
DZ2,DZ,SSE-S,3.4,11,Finish,,
DZ3,DZ,SSE-S,4.1,1,Boundary,P,
DZ3,DZ,SSE-S,4.1,2,Colliers,P,
DZ3,DZ,SSE-S,4.1,3,Millbeach,S,
DZ3,DZ,SSE-S,4.1,4,Mumbys,P,
DZ3,DZ,SSE-S,4.1,5,Topper,S,
DZ3,DZ,SSE-S,4.1,6,Midway,P,
DZ3,DZ,SSE-S,4.1,7,Shambles,P,
DZ3,DZ,SSE-S,4.1,8,Sandy Bight,P,
DZ3,DZ,SSE-S,4.1,9,Clarks,P,
DZ3,DZ,SSE-S,4.1,10,Sandy Bight,P,
DZ3,DZ,SSE-S,4.1,11,Ballast Hole,P,
DZ3,DZ,SSE-S,4.1,12,Finish,,
DZ4,DZ,SSE-S,5.8,1,Boundary,P,
DZ4,DZ,SSE-S,5.8,2,Colliers,P,
DZ4,DZ,SSE-S,5.8,3,Millbeach,S,
